id_poi;osm_id;nama;nama_en;nama_id;kategori;sub_kategori;latitude;longitude;province;district;subdistrict;village;postcode;alamat_jalan;nomor_jalan;alamat_lengkap;alamat_terstruktur;deskripsi;teks_gabungan;tahun_berdiri;operator;akses;kapasitas;heritage;jam_buka;harga_tiket;fasilitas;website;telepon;email;wikipedia;wikidata;has_deskripsi;persen_kelengkapan;jumlah_tags;raw_tags;kode_pos;full_address
2144;('way', 155956160);Al Hurriyah;nan;nan;amenity;place_of_worship;-6.191.626;106.891.723;Jawa;Jakarta Timur;Pulo Gadung;Jati;13260;nan;nan;Jl. Pulo Asem IV;nan, Kel. Jati, Kec. Pulo Gadung, Jakarta Timur, Jawa, 13260;;Nama: Al Hurriyah. Kategori: amenity. Jenis: place_of_worship. Lokasi: Pulo Gadung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;11;"{""amenity"": ""place_of_worship"", ""name"": ""Al Hurriyah"", ""building"": ""mosque"", ""religion"": ""muslim"", ""building:levels"": ""2"", ""addr:full"": ""Jl. Pulo Asem IV"", ""access:roof"": ""yes"", ""capacity:persons"": ""300"", ""building:roof"": ""concrete"", ""building:structure"": ""reinforced_masonry"", ""building:walls"": ""brick""}";nan;Al Hurriyah, Jalan Pulo Asem 7, RW 01, Jati, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13260, Indonesia
2145;('way', 155956163);Aula Gereja HKBP Raya Pulo Asem;nan;nan;amenity;place_of_worship;-6.189.188;106.895.701;Jawa;Jakarta Timur;Pulo Gadung;Jati;13260;nan;nan;Jl. Pulo Asem Utara X No. 34;nan, Kel. Jati, Kec. Pulo Gadung, Jakarta Timur, Jawa, 13260;;Nama: Aula Gereja HKBP Raya Pulo Asem. Kategori: amenity. Jenis: place_of_worship. Lokasi: Pulo Gadung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Aula Gereja HKBP Raya Pulo Asem"", ""building"": ""church"", ""religion"": ""christian"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jl. Pulo Asem Utara X No. 34"", ""access:roof"": ""yes"", ""backup_generator"": ""no"", ""capacity:persons"": ""250-500"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""brick""}";nan;Aula Gereja HKBP Raya Pulo Asem, Jalan Pulo Asem Utara X, RW 02, Jati, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13260, Indonesia
2146;('way', 155956166);Masjid Baitul Mu'minin;nan;nan;amenity;place_of_worship;-6.198.869;106.890.358;Jawa;Jakarta Timur;Pulo Gadung;Jati;13250;nan;nan;Jalan Pegambiram;nan, Kel. Jati, Kec. Pulo Gadung, Jakarta Timur, Jawa, 13250;;Nama: Masjid Baitul Mu'minin. Kategori: amenity. Jenis: place_of_worship. Lokasi: Pulo Gadung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Baitul Mu'minin"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Pegambiram"", ""access:roof"": ""no"", ""backup_generator"": ""no"", ""capacity:persons"": ""100-250"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""brick""}";nan;Masjid Baitul Mu'minin, Jalan Kincir, RW 10, Jati, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13250, Indonesia
2147;('way', 155956182);Masjid Jami' Nurul Huda;nan;nan;amenity;place_of_worship;-6.189.478;106.891.392;Jawa;Jakarta Timur;Pulo Gadung;Jati;13260;nan;nan;Jalan Balap Sepeda;nan, Kel. Jati, Kec. Pulo Gadung, Jakarta Timur, Jawa, 13260;;Nama: Masjid Jami' Nurul Huda. Kategori: amenity. Jenis: place_of_worship. Lokasi: Pulo Gadung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Jami' Nurul Huda"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Balap Sepeda"", ""access:roof"": ""yes"", ""backup_generator"": ""no"", ""capacity:persons"": ""100-250"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""concrete""}";nan;Masjid Jami' Nurul Huda, Jalan Balap Sepeda VII, RW 01, Jati, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13260, Indonesia
2148;('way', 155956194);Masjid Jami' Alwasthiyah;nan;nan;amenity;place_of_worship;-6.189.548;10.690.283;Jawa;Jakarta Timur;Pulo Gadung;Jati;10710;nan;nan;Jalan Jati Barang;nan, Kel. Jati, Kec. Pulo Gadung, Jakarta Timur, Jawa, 10710;;Nama: Masjid Jami' Alwasthiyah. Kategori: amenity. Jenis: place_of_worship. Lokasi: Pulo Gadung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Jami' Alwasthiyah"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Jati Barang"", ""access:roof"": ""yes"", ""backup_generator"": ""yes"", ""capacity:persons"": "">500"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""concrete""}";nan;Masjid Jami' Alwasthiyah, Jalan Al' Wastiyah, RW 03, Jati, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 10710, Indonesia
2149;('way', 155956195);Masjid Raya Pulo Asem;nan;nan;amenity;place_of_worship;-6.189.503;106.895.518;Jawa;Jakarta Timur;Pulo Gadung;Jati;13260;nan;nan;Jalan Pulo Asem Utara;nan, Kel. Jati, Kec. Pulo Gadung, Jakarta Timur, Jawa, 13260;;Nama: Masjid Raya Pulo Asem. Kategori: amenity. Jenis: place_of_worship. Lokasi: Pulo Gadung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Raya Pulo Asem"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Pulo Asem Utara"", ""access:roof"": ""yes"", ""backup_generator"": ""yes"", ""capacity:persons"": "">500"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""concrete""}";nan;Masjid Raya Pulo Asem, Jalan Pulo Asem Utara X, RW 02, Jati, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13260, Indonesia
2150;('way', 155956202);Masjid Nuur Ramadhan;nan;nan;amenity;place_of_worship;-6.190.434;106.891.751;Jawa;Jakarta Timur;Pulo Gadung;Jati;13260;nan;nan;Jalan Pulo Asem Utara C;nan, Kel. Jati, Kec. Pulo Gadung, Jakarta Timur, Jawa, 13260;;Nama: Masjid Nuur Ramadhan. Kategori: amenity. Jenis: place_of_worship. Lokasi: Pulo Gadung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Nuur Ramadhan"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Pulo Asem Utara C"", ""access:roof"": ""no"", ""backup_generator"": ""no"", ""capacity:persons"": ""100-250"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""tile"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""brick""}";nan;Masjid Nuur Ramadhan, Jalan Pulo Asem Utara C, RW 01, Jati, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13260, Indonesia
2151;('way', 155956232);Masjid Shidoqul Iman;nan;nan;amenity;place_of_worship;-6.190.346;106.896.862;Jawa;Jakarta Timur;Pulo Gadung;Jati;13260;nan;nan;Jalan Jati Kelapa No. 37;nan, Kel. Jati, Kec. Pulo Gadung, Jakarta Timur, Jawa, 13260;;Nama: Masjid Shidoqul Iman. Kategori: amenity. Jenis: place_of_worship. Lokasi: Pulo Gadung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Shidoqul Iman"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Jati Kelapa No. 37"", ""access:roof"": ""yes"", ""backup_generator"": ""no"", ""capacity:persons"": ""250-500"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""concrete""}";nan;Masjid Shidoqul Iman, Jalan Pulo Asem Timur Raya, RW 02, Jati, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13260, Indonesia
2152;('way', 155956546);Masjid Salman Al Farisi;nan;nan;amenity;place_of_worship;-6.188.824;10.687.762;Jawa;Jakarta Timur;Pulo Gadung;Kayu Putih;13210;nan;nan;Jalan H. Tein No. 23;nan, Kel. Kayu Putih, Kec. Pulo Gadung, Jakarta Timur, Jawa, 13210;;Nama: Masjid Salman Al Farisi. Kategori: amenity. Jenis: place_of_worship. Lokasi: Pulo Gadung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;18;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Salman Al Farisi"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""addr:postcode"": ""13210"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""denomination"": ""sunni"", ""addr:full"": ""Jalan H. Tein No. 23"", ""access:roof"": ""no"", ""backup_generator"": ""yes"", ""capacity:persons"": "">500"", ""building:condition"": ""good"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""concrete"", ""building:material"": ""brick"", ""roof:material"": ""tile""}";13210;Masjid Salman Al Farisi, Jalan Haji Ten, RW 06, Kayu Putih, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13210, Indonesia
2153;('way', 155956671);Huria Kristen Batak Protestan (HKBP);nan;nan;amenity;place_of_worship;-625.076;106.875.227;Jawa;Jakarta Timur;Makasar;Kebon Pala;13340;nan;nan;Jalan Letjend Sutoyo Depan Kampus UKI Cawang, Kelurahan Kebon Pala, Kecamatan Makasar, Jakarta Timur 13650;nan, Kel. Kebon Pala, Kec. Makasar, Jakarta Timur, Jawa, 13340;;Nama: Huria Kristen Batak Protestan (HKBP). Kategori: amenity. Jenis: place_of_worship. Lokasi: Makasar, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Huria Kristen Batak Protestan (HKBP)"", ""building"": ""church"", ""religion"": ""christian"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""3"", ""addr:full"": ""Jalan Letjend Sutoyo Depan Kampus UKI Cawang, Kelurahan Kebon Pala, Kecamatan Makasar, Jakarta Timur 13650"", ""access:roof"": ""yes"", ""backup_generator"": ""yes"", ""capacity:persons"": ""100-250"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""brick""}";nan;Huria Kristen Batak Protestan (HKBP), Jalan Kolonel Sutomo, RW 07, Kebon Pala, Makasar, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13340, Indonesia
2154;('way', 155957050);Masjid An-Nursiyah;nan;nan;amenity;place_of_worship;-6.198.596;106.865.827;Jawa;Jakarta Timur;Matraman;Utan Kayu Selatan;13120;nan;nan;Jalan Galur Sari Raya No.19;nan, Kel. Utan Kayu Selatan, Kec. Matraman, Jakarta Timur, Jawa, 13120;;Nama: Masjid An-Nursiyah. Kategori: amenity. Jenis: place_of_worship. Lokasi: Matraman, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid An-Nursiyah"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Galur Sari Raya No.19"", ""access:roof"": ""yes"", ""backup_generator"": ""no"", ""capacity:persons"": ""100-250"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""concrete""}";nan;Masjid An-Nursiyah, Jalan Galur Sari, RW 01, Utan Kayu Selatan, Matraman, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13120, Indonesia
2155;('way', 155957057);Masjid Jami'Al Falah;nan;nan;amenity;place_of_worship;-6.199.935;106.870.357;Jawa;Jakarta Timur;Matraman;Utan Kayu Selatan;13120;nan;nan;Jalan Nanas III No. 13;nan, Kel. Utan Kayu Selatan, Kec. Matraman, Jakarta Timur, Jawa, 13120;;Nama: Masjid Jami'Al Falah. Kategori: amenity. Jenis: place_of_worship. Lokasi: Matraman, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Jami'Al Falah"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Nanas III No. 13"", ""access:roof"": ""yes"", ""backup_generator"": ""no"", ""capacity:persons"": ""250-500"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""concrete""}";nan;Masjid Jami'Al Falah, Jalan Nanas III, RW 03, Utan Kayu Selatan, Matraman, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13120, Indonesia
2156;('way', 155957058);Masjid Nururrahmah;nan;nan;amenity;place_of_worship;-6.199.488;106.866.988;Jawa;Jakarta Timur;Matraman;Utan Kayu Selatan;13120;nan;nan;Jalan Galur Sari III;nan, Kel. Utan Kayu Selatan, Kec. Matraman, Jakarta Timur, Jawa, 13120;;Nama: Masjid Nururrahmah. Kategori: amenity. Jenis: place_of_worship. Lokasi: Matraman, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Nururrahmah"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Galur Sari III"", ""access:roof"": ""yes"", ""backup_generator"": ""no"", ""capacity:persons"": ""100-250"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""concrete""}";nan;Masjid Nururrahmah, Jalan Galur Sari VI, RW 01, Utan Kayu Selatan, Matraman, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13120, Indonesia
2157;('way', 155957059);Masjid Jami At-Ataubah;nan;nan;amenity;place_of_worship;-6.204.327;106.867.605;Jawa;Jakarta Timur;Matraman;Utan Kayu Selatan;13120;nan;nan;Jalan Cengkir RT.10/RW.12;nan, Kel. Utan Kayu Selatan, Kec. Matraman, Jakarta Timur, Jawa, 13120;;Nama: Masjid Jami At-Ataubah. Kategori: amenity. Jenis: place_of_worship. Lokasi: Matraman, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;17;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Jami At-Ataubah"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""addr:postcode"": ""13120"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Cengkir RT.10/RW.12"", ""access:roof"": ""yes"", ""backup_generator"": ""no"", ""capacity:persons"": ""50-100"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""concrete""}";13120;Masjid Jami At-Ataubah, Gang Cangkir I, RW 12, Utan Kayu Selatan, Matraman, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13120, Indonesia
2158;('way', 155957062);Masjid Baittulroh;nan;nan;amenity;place_of_worship;-620.691;106.870.825;Jawa;Jakarta Timur;Matraman;Utan Kayu Selatan;13130;nan;nan;Jalan Kelapa Tinggi;nan, Kel. Utan Kayu Selatan, Kec. Matraman, Jakarta Timur, Jawa, 13130;;Nama: Masjid Baittulroh. Kategori: amenity. Jenis: place_of_worship. Lokasi: Matraman, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Baittulroh"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Kelapa Tinggi"", ""access:roof"": ""yes"", ""backup_generator"": ""no"", ""capacity:persons"": ""100-250"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""concrete""}";nan;Masjid Baittulroh, Jalan Kelapa Tinggi, RW 08, Utan Kayu Selatan, Matraman, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13130, Indonesia
2159;('way', 155957114);As Salafiyah;nan;nan;amenity;place_of_worship;-6.202.297;106.901.467;Jawa;Jakarta Timur;Pulo Gadung;Jatinegara Kaum;13250;nan;nan;JI. Jab Negara Kaum No. 44 Rt. 006/03;nan, Kel. Jatinegara Kaum, Kec. Pulo Gadung, Jakarta Timur, Jawa, 13250;;Nama: As Salafiyah. Kategori: amenity. Jenis: place_of_worship. Lokasi: Pulo Gadung, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;6;"{""amenity"": ""place_of_worship"", ""name"": ""As Salafiyah"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:full"": ""JI. Jab Negara Kaum No. 44 Rt. 006/03"", ""capacity:persons"": ""600""}";nan;As Salafiyah, Jalan Jatinegara Kaum, RW 03, Jatinegara Kaum, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13250, Indonesia
2160;('way', 155957228);Masjid Istiqomah;nan;nan;amenity;place_of_worship;-6.283.947;106.860.403;Jawa;Jakarta Timur;Kramat Jati;Batu Ampar;13540;nan;nan;Jalan Batu Ampar 3;nan, Kel. Batu Ampar, Kec. Kramat Jati, Jakarta Timur, Jawa, 13540;;Nama: Masjid Istiqomah. Kategori: amenity. Jenis: place_of_worship. Lokasi: Kramat Jati, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;11;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Istiqomah"", ""building"": ""mosque"", ""religion"": ""muslim"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Batu Ampar 3"", ""access:roof"": ""yes"", ""capacity:persons"": ""1500"", ""building:roof"": ""tile"", ""building:structure"": ""reinforced_masonry"", ""building:walls"": ""brick""}";nan;Masjid Istiqomah, Jalan Batu Ampar III, RW 03, Batu Ampar, Kramat Jati, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13540, Indonesia
2161;('way', 155957299);Gereja Kristen Indonesia Cawang;nan;nan;amenity;place_of_worship;-6.243.584;106.873.178;Jawa;Jakarta Timur;Jatinegara;Cipinang Cempedak;13340;nan;nan;Jalan Cawang Baru Tengah No.28-30;nan, Kel. Cipinang Cempedak, Kec. Jatinegara, Jakarta Timur, Jawa, 13340;;Nama: Gereja Kristen Indonesia Cawang. Kategori: amenity. Jenis: place_of_worship. Lokasi: Jatinegara, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Gereja Kristen Indonesia Cawang"", ""building"": ""church"", ""religion"": ""christian"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Cawang Baru Tengah No.28-30"", ""access:roof"": ""no"", ""backup_generator"": ""no"", ""capacity:persons"": ""50-100"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""tile"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""concrete""}";nan;Gereja Kristen Indonesia Cawang, Jalan Cawang Baru Tengah, RW 10, Cipinang Cempedak, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13340, Indonesia
2162;('way', 155957304);Gereja Masehi Advent Hari Ketujuh;nan;nan;amenity;place_of_worship;-6.244.168;106.872.643;Jawa;Jakarta Timur;Jatinegara;Cipinang Cempedak;13340;nan;nan;Jalan Cawang Baru Tengah No.75;nan, Kel. Cipinang Cempedak, Kec. Jatinegara, Jakarta Timur, Jawa, 13340;;Nama: Gereja Masehi Advent Hari Ketujuh. Kategori: amenity. Jenis: place_of_worship. Lokasi: Jatinegara, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Gereja Masehi Advent Hari Ketujuh"", ""building"": ""church"", ""religion"": ""christian"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Cawang Baru Tengah No.75"", ""access:roof"": ""no"", ""backup_generator"": ""no"", ""capacity:persons"": ""100-250"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""tile"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""brick""}";nan;Gereja Masehi Advent Hari Ketujuh, Jalan Cawang Baru Tengah, RW 10, Cipinang Cempedak, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13340, Indonesia
2163;('way', 155957313);Masjid Al-Barokah;nan;nan;amenity;place_of_worship;-6.240.119;106.874.089;Jawa;Jakarta Timur;Jatinegara;Cipinang Cempedak;13330;nan;nan;Jalan Tanah Manisan;nan, Kel. Cipinang Cempedak, Kec. Jatinegara, Jakarta Timur, Jawa, 13330;;Nama: Masjid Al-Barokah. Kategori: amenity. Jenis: place_of_worship. Lokasi: Jatinegara, Jakarta Timur, Jawa. Dikelola oleh: nan. Berdiri sejak: nan. Jam Operasional: nan;nan;nan;-;nan;-;nan;-;-;nan;nan;nan;nan;nan;FALSE;80.0;16;"{""amenity"": ""place_of_worship"", ""name"": ""Masjid Al-Barokah"", ""building"": ""mosque"", ""religion"": ""muslim"", ""addr:city"": ""DKI Jakarta"", ""source"": ""HOT_InAWARESurvey_2017"", ""building:levels"": ""2"", ""addr:full"": ""Jalan Tanah Manisan"", ""access:roof"": ""yes"", ""backup_generator"": ""no"", ""capacity:persons"": ""100-250"", ""building:condition"": ""good"", ""building:floor"": ""ceramics"", ""building:roof"": ""concrete"", ""building:structure"": ""confined_masonry"", ""building:walls"": ""brick""}";nan;Masjid Al-Barokah, Jalan Tanah Manisan, RW 03, Cipinang Cempedak, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13330, Indonesia
